location,latitude,longitude
"HUDSON, MA",42.3913503,-71.5676895
"MARSHALL, TX",32.5447756,-94.3661004
"SAINT REMI, QC",45.2591064,-73.6188315
"MACON, GA",32.8406946,-83.6324022
"PEEBLES, OH",38.9489593,-83.4057458
"NORWALK, OH",41.2424219,-82.6155745
"ARCADIA, FL",27.2158826,-81.8584164
"APOPKA, FL",28.678013,-81.511398
"SAN JUAN DE ACOZAC, PUE",18.967,-97.657
"ROLLING PRAIRIE, IN",41.6745495,-86.6160192
"MOUNT ALBERT, ON",44.1368646,-79.3085305
"ST. LAURENT, QC",45.5088774,-73.6875187
"ROSSER - OLD KILDONAN, MB",49.9736301,-97.1566745
"HAMMONTON, NJ",39.6365056,-74.8023853
"PIERSON, FL",29.2393293,-81.4652728
"CIUDAD GUZMAN, JA",19.7001632,-103.463935
"LANCASTER, OH",39.7136754,-82.5993294
"OLATHE, KS",38.8838856,-94.81887
"GOMEZ FARIAS, JA",29.10325565466116,-110.94958402335286
"GILBERT, AZ",33.3527632,-111.789037
"RIDGEFIELD, NJ",40.8342669,-74.0087505
"TROIS RIVIERES, QC",46.3432325,-72.5428485
"PLANT CITY, FL",28.01633,-82.1234803
"JANESVILLE, WI",42.6829765,-89.0226793
"CANTUA CREEK, CA",36.5011795,-120.31611302759792
"TLAQUEPAQUE, JAL",20.6397718,-103.3120428
"FORT ST. JOHN, BC",56.2524039,-120.846943
"SHREVEPORT, LA",32.5135356,-93.7477839
"STREETSBORO, OH",41.239223,-81.345941
"NORTH BERGEN, NJ",40.8042674,-74.012084
"BRYAN, TX",30.6743643,-96.3699632
"SOUTH BEND, IN",41.6833813,-86.2500066
"LEON, GJ",21.125,-101.686
"SOMERSEST, NJ",40.5292,-74.64
"AYLMER, ON",42.773227,-80.983658
"PEQUERIA, NL",25.7843,-100.0503
"PESQUERIA, NL",25.7843,-100.0503
"EXETER, CA",36.2961694,-119.1420953
"GUADALAJARA, GUA",20.6720375,-103.338396
"NICHOLASVILLE, KY",37.8806341,-84.5729961
"YANKTON, SD",42.8712938,-97.3967011
"KINGMAN, KS",37.5420937,-98.122172
"NAMPA, ID",43.5737361,-116.559631
"OUTLOOK, SK",51.4866125,-107.0610496
"ROUGEMONT, QC",45.4358731,-73.0537181
"BRECKENRIDGE, TX",32.7558392,-98.9032554
"BROWNSVILLE, TX",25.9024289,-97.4981698
"TEULON, MB",50.383333,-97.266667
"ST ESPRIT, QC",45.898371,-73.666077
"BEDFORD, TX",32.844017,-97.1430671
"EDGEMERE, MD",39.2227599,-76.46253913132156
"LONGVIEW, TX",32.5007031,-94.74049
"REIDSVILLE, NC",36.3548586,-79.6644748
"STAPLES, ON",42.1703295,-82.6008742
"BURLINGTON, NJ",39.9325409,-74.7226665
"BELLWOOD, IL",41.8814197,-87.883117
"CHICOPEE, MA",42.1487691,-72.6071119
"FERGUS FALLS, MN",46.283015,-96.077558
"WASHINGTON, IL",38.3662806,-89.4201902
"MORAINE, OH",39.7061702,-84.2193849
"VILLE ST. LAURENT, QC",45.509704,-73.6744121
"WATERLOO, NY",42.9046933,-76.8627887
"KUTZTOWN, PA",40.5173165,-75.7774177
"VICTORIAVILLE, QC",46.0554948,-71.9598586
"HALKIRK, AB",52.2832118,-112.1537728
"PLYMOUTH, MI",42.3714,-83.4702
"ANGE-GARDIEN, QC",45.354075,-72.935829
"BAIE D URFE, QC",45.4174258,-73.9153643
"HAMBURG, PA",40.5555764,-75.9822929
"BERKELEY, CA",37.8708393,-122.272863
"BRADENTON, FL",27.4989278,-82.5748194
"BOIS-GAGNON, NB",47.5248588,-65.1748043
"THORNDALE, ON",43.1054531,-81.1401989
"HORSEHEADS, NY",42.1669832,-76.8202973
"CHAUVIN, AB",52.6939247,-110.1438376
"LOURDES-DE-JOILET, QC",46.0992,-73.4278
"LOURDES-DE-JOLIETTE, QC",46.0992,-73.4278
"LOGAN TWP, NJ",39.7947842,-75.34883103965379
"MESQUITE, TX",32.7666103,-96.599472
"HOLLAND, MI",42.7876022,-86.1090828
"READING, PA",40.335345,-75.9279495
"HUGHSON, CA",37.5969577,-120.8660083
"ASPERS, PA",39.9769235,-77.22764961459416
"LINDEN, NJ",40.6220478,-74.2445902
"YAKIMA, WA",46.601557,-120.510842
"LA VISTA, NE",41.1832679,-96.0324044
"SAINTE-SOPHIE, QC",45.818718,-73.8991887
"WALLED LAKE, MI",42.537811,-83.4810481
"CHOWCHILLA, CA",37.1229997,-120.2601754
"PICAYUNE, MS",30.5254692,-89.6795084
"GRANBY, QC",45.3990409,-72.721834
"TOMAH, WI",43.978576,-90.5040214
"BURLINGTON, NC",36.0956918,-79.4377991
"QUAKERTOWN, PA",40.4417682,-75.3415667
"SONOMA, CA",38.5110803,-122.8473388
"SAINT PETERS, MO",38.791612,-90.5958468
"AMERICAN CANYON, CA",38.1785248,-122.255183
"HEALDBURG, CA",38.6082,-122.8701
"PERHAM, MN",46.5944042,-95.5725415
"OTTUMWA, IA",41.0195659,-92.4116886
"ST-JEAN SUR RICHELIEU, QC",45.3056879,-73.2533401
"MARSHALLTOWN, IA",42.048881,-92.9122672
"BATESVILLE, TX",28.9513349,-99.6175637
"INGERSOLL, ON",43.037725,-80.88211
"OXFORD, NS",45.7328222,-63.8593419
"NUEVO LAREDO, TAM",27.4930246,-99.507425
"CRYSTAL LAKE, IL",42.2411,-88.3162
"SAINT-BRUNO DE MONTARVILLE, QC",45.5299,-73.3454
"MAXTON, NC",34.7351615,-79.3489317
"TERRE HAUTE, IN",39.4667025,-87.4139119
"GARYVILLE, LA",30.0701655,-90.63015482387708
"BROWNS SUMMIT, NC",36.2126351,-79.7136413
"CHESTERTOWN, MD",39.2089986,-76.0666126
"ST MARYS, ON",43.2604124,-81.1364903
"COWANSVILLE, QC",45.2076125,-72.7479195
"QUINCY, MI",41.9442,-84.8839
"LOGAN TWNSHIP, NJ",39.8008,-75.3412
"GROVE CITY, OH",39.8814519,-83.0929645
"WATERLOO, IA",42.498275,-92.3328743
"ST-LOUIS DE BLANDFORD, QC",46.248725,-72.002335
"STRATHROY, ON",42.966146,-81.59100834347846
"HAMMOND, LA",30.5043583,-90.4611995
"PORT PERRY, ON",44.1054151,-78.9425076
"GOODYEAR, AZ",33.4674695,-112.3842224
"MECHANICSBURG, PA",40.2101972,-77.0047276
"SAINT PETER, MN",44.3238384,-93.9585295
"PARK CITY, KS",37.8000123,-97.3183763
"ROUND ROCK, TX",30.5085915,-97.6788056
"MIDDLETON, WI",43.0962919,-89.5119565
"HENNING, IL",40.3050364,-87.7008567
"LA CROSSE, WI",43.8122836,-91.2514355
"MOUNT CRAWFORD, VA",38.3564677,-78.9418566
"MORGANTON, NC",35.7454291,-81.6870837
"WINSTON SALEM, NC",36.0998131,-80.2440518
"LUNENBURG, NS",44.3774954,-64.3154816
"SAINT CLAIR, MI",42.8209,-82.486
"ALTAVISTA, VA",37.1118094,-79.285579
"FRANKFORT, MI",44.6336,-86.2345
"TOOMSBORO, GA",32.827004,-83.0802226
"NAPIERVILLE, QC",45.18608,-73.4042485
"PLEASANT PRAIRIE, WI",42.5531,-87.9334
"LASALLE, QC",45.4325141,-73.6292667
"DEFIANCE, OH",41.3203058,-84.5084835
"HENSALL, ON",43.4339198,-81.5055942
"FRANKLIN, WI",42.888627,-88.0384183
"MONTRÉAL, QC",45.5031824,-73.5698065
"POINTE CLAIRE, QC",45.4566767,-73.8067442
"HOLLEY, NY",43.226806,-78.027155
"NAPA, CA",38.4898675,-122.3218414
"MOSES LAKE, WA",47.1301417,-119.278077
"HONDO, TX",29.3474121,-99.1412026
"BROWNFIELD, TX",33.1811661,-102.274237
"FLORENCE, KY",38.9989499,-84.6266111
"RUSHVILLE, IN",39.608756,-85.4469755
"PINEVILLE, NC",35.0855409,-80.8871253
"ALGONA, IA",43.0699663,-94.233019
"MINOOKA, IL",41.4553084,-88.2617305
"LINO LAKES, MN",45.1602442,-93.0888324
"SIDNEY, OH",40.284241,-84.1555267
"OLIVE BRANCH, MI",42.3928,-83.0496
"MILLVILLE, NJ",39.4020593,-75.0393368
"STLAURENT, QC",45.5023,-73.7061
"MCADOO, PA",40.9021528,-75.993707
"ROTTERDAM JUNCTION, NY",42.8743319,-74.0465958
"NEWPARK, NJ",40.7356,-74.1722
"BLYTHESWOOD, ON",42.1224745,-82.5948994
"BARTLETT, IL",41.9908485,-88.1850028
"WILDER, ID",43.6765486,-116.9118157
"MEXICO CITY, DF",19.4326,-99.1332
"CEDAR FALLS, IA",42.5361805,-92.447758
"BLAIRMORE, AB",49.6071847,-114.4381219
"KENNESAW, GA",34.0234337,-84.6154897
"COLON, QUE",20.7496727,-100.07966297234104
"KEASBEY, NJ",40.5167718,-74.3051471
"WEST WARWICK, RI",41.7061296,-71.5221451
"SOUTH PLAINFIELD, NJ",40.5792701,-74.4115401
"TEMPLE, TX",31.098207,-97.3427847
"QUERETARO, NM",20.5881,-100.3881
"IRON SPRINGS, AB",49.9297883,-112.6865507
"HALFMOON/CLIFTON PARK, NY",42.862872415893264,-73.77034684596279
"MIDDLEBURY, IN",41.6750714,-85.7060263
"EL MARQUES, QUE",20.73507785,-100.28357653504231
"THOROLD, ON",43.1249127,-79.2005935
"MARTENSVILLE, SK",52.2903172,-106.662554
"KEARNY, NJ",40.7684342,-74.1454214
"NORTH BATTLEFORD, SK",52.776186,-108.300476
"LISTOWEL, ON",43.731593,-80.952882
"EDBERG, AB",52.7858126,-112.7850016
"WEYBURN, SK",49.6651238,-103.854034
"TIMMINS, ON",48.477473,-81.330414
"FAIRBURN, GA",33.5670562,-84.5810418
"ATLANTA, GA",33.7489924,-84.3902644
"DES PLAIN, IL",42.0334,-87.8834
"ISLAND CITY, NY",40.7849377,-73.9556277
"COURTICE, ON",43.9117719,-78.7780464
"TILLAMOOK, OR",45.460293,-123.7266793
"CHETWYND, BC",55.6958928,-121.6381789
"DAWSON CREEK, BC",55.7605306,-120.2364453
"TUMBLER RIDGE, BC",55.1262007,-120.998067
"YUKON, OK",35.5067259,-97.7625386
"MISSION, BC",49.1589351,-122.283583
"N.VANCOUVER, BC",49.3206294,-123.0737925
"FRANKLIN, KY",38.2520423,-84.8633812
"PRINCE ALBERT, SK",53.201097,-105.748901
"ATTICA, OH",41.0647777,-82.887686
"FORT MACLEOD, AB",49.7267379,-113.4076000973896
"MOUNT STERLING, OH",39.7195055,-83.2651926
"MELROSE, WI",44.1317652,-90.9963519
"HAMMOND, IN",41.6173959,-87.5220108
"WILMINGTON, MA",42.5464828,-71.1736669
"NEW LISKEARD, ON",47.51040925,-79.68733467255402
"SHIPPENSBURG, PA",40.0507198,-77.5205485
"AMBOY, NJ",40.5200187,-74.2745215
"OCEANSIDE, CA",33.1958696,-117.379483
"STEVENS POINT, WI",44.5234467,-89.5844457
"NORTH VANCOUVER, BC",49.3206294,-123.0737925
"PITT MEADOWS, BC",49.2207623,-122.690153
"FORT NELSON, BC",58.8062066,-122.6942704
"MOBERLY, MO",39.4201137,-92.4364298
"HIALEAH, FL",25.8575963,-80.2781057
"BRIDGEVILLE, PA",40.3561805,-80.1100556
"JOHNSTOWN, CO",40.3350303,-104.9092844
"TILLSONBURG, ON",42.859494,-80.7265015
"AMOZOC, PUE",19.0637658,-98.04434935500456
"ELKHART, IN",41.6012796,-85.8590603
"ORANGEVILLE, ON",43.9193171,-80.0973754
"BLUE EARTH, MN",44.0109722,-94.0560643
"PISCATAWAY, NJ",40.5462553,-74.4660408
"ETNA GREEN, IN",41.2789335,-86.0461091
"CHEMAINUS, BC",48.922499,-123.718414
"JACKSONVILLE, FL",30.3321838,-81.655651
"HUNTSVILLE, ON",45.3263919,-79.218434
"SAINTE JULIE, QC",45.5930624,-73.3395943
"THOMASTON, ME",44.0789631,-69.1831887
"TEWKSBURY, MA",42.6106479,-71.2342248
"SAINTE-JULIE, QC",45.5930624,-73.3395943
"STRATHMORE, AB",51.0435486,-113.3998479
"FREMONT, CA",37.5482697,-121.988571
"PONTOON BCH, IL",38.7317158,-90.0803839
"CARLSTADT, NJ",40.8403778,-74.0906974
"BEREA, KY",37.5687,-84.2963
"MARLBORO, MD",38.8162451,-76.751708
"TEMISKAMING SHORES, ON",47.512563,-79.675598
"MONROE TOWNSHIP, NJ",40.335756,-74.4334464
"SUDBURY, ON",46.49272,-80.991211
"NEBRASKA CITY, NE",40.676526,-95.858694
"SAULT SAINTE MARIE, ON",46.5126554,-84.3330301
"MASCOUCHE, QC",45.7453521,-73.6005591
"TAUNTON, MA",41.9019257,-71.0931485
"CORNER, GA",33.9699,-84.2215
"DURANT, OK",33.9919761,-96.3776762
"INDIAN TRAIL, NC",35.0768141,-80.6692352
"GREENSBORO, NC",36.0726355,-79.7919754
"ROLLA, BC",55.8979789,-120.1398733
"LAUREL ROAD, MD",39.109818,-76.840439
"CADEREYTA JIMEN, NM",25.5935,-99.9902
"BURLINGTON, IA",40.8126922,-91.1020205
"PAWTUCKET, RI",41.8789531,-71.3821203
"RIGBY, ID",43.6751937,-111.918002
"ARDENODE, AB",51.1412418,-113.4449455
"AURORA, CA",37.6599,-121.0027
"PEACE RIVER, AB",56.2337111,-117.2910839
"DAYTON, NJ",40.3823045,-74.5170514187837
"CIENEGA DE FLOR, NL",25.9544,-100.1663
"CIENEGA DE FLORES, NL",25.9544,-100.1663
"CALEDON, ON",43.83206985,-79.90668711186211
"BRACEBRIDGE, ON",45.041508,-79.310989
"MERIDIAN, ID",43.6086295,-116.392326
"MOUNT FOREST, ON",43.9806979,-80.7338237
"SOLON, OH",41.3897764,-81.4412259
"LEXINGTON, SC",33.8986841,-81.275054
"ZEBULON, NC",35.8221621,-78.3132126
"EDGEWATER PARK, NJ",40.0681666,-74.9007218
"WASHINGTON, IN",38.5612578,-86.1179768
"HAMTRAMCK, MI",42.3928151,-83.0496438
"MIDDLEBOROUGH, MA",41.8931576,-70.9111517
"WINDSOR, CT",41.8525984,-72.6437022
"CAROL STREAM, IL",41.9125286,-88.1347927
"PROVOST, AB",52.4137383,-110.639576
"SARASOTA, FL",27.3365805,-82.5308545
"FT LAUDERDALE, FL",26.1223084,-80.1433786
"SOUTH RIVER, ON",45.841238,-79.380341
"ST CATHARINES, ON",43.1579812,-79.2441003
"ROCHELLE, IL",41.9239178,-89.0687074
"WOODSTOCK, IL",42.3147529,-88.4474302
"SUTTON WEST, ON",44.3045535,-79.357929
"PERTH, ON",43.4935991,-81.0164111
"SAINT MATHIEU DE BELOIL, QC",45.6051,-73.2479
"SAINT MATHIEU DE BELOEIL, QC",45.6051,-73.2479
"CONROE, TX",30.3118769,-95.4560512
"HARRISONVILLE, MO",38.655124,-94.3471072
"WEST SACRAMENTO, CA",38.5804609,-121.530234
"SHERRINGTON, QC",45.1984718,-73.4550799
"MORENO VALLEY, CA",33.937517,-117.2305944
"CORONA, CA",33.8752945,-117.566444
"WHITINSVILLE, MA",42.1104808,-71.6646123
"TAYLOR, PA",41.3840712,-75.709405
"CALEDONIA, IL",42.369463,-88.8926041
"MILWAUKIE, OR",45.4440051,-122.6412523
"MELVILLE, NY",40.7934322,-73.4151214
"BREA, CA",33.9170444,-117.888855
"MANKATO, MN",44.1634663,-93.9993505
"CLAVET, SK",51.995874,-106.376495
"WILMINGTON, NC",34.2257282,-77.9447107
"CLINTON, NC",34.9979453,-78.3233325
"SAINTE-MELANIE, QC",46.137025,-73.510551
"QUESNEL, BC",52.9794279,-122.493627
"TAYLORSVILLE, NC",35.9219402,-81.1763421
"FREMONT, NE",41.4338363,-96.4960449
"BUFFALO, NY",42.8867166,-78.8783922
"LEDUC COUNTY, AB",53.2272306,-113.8017098
"BELCAMP, MD",39.4686229,-76.2349083
"BALTIMORE, MD",39.2908816,-76.610759
"SALISBURY, NC",35.6709727,-80.4742261
"PORTLAND, TN",36.5817089,-86.5163833
"ARMSTRONG, BC",50.4435749,-119.1944058
"JEROME, ID",42.702266,-114.286704
"WESTHOLME, BC",48.8667653,-123.7006454
"OPA LOCKA, FL",25.9023168,-80.2503271
"WOODLAND PARK, NJ",40.8893288,-74.1969657
"OAKLEY, MI",43.1397,-84.168
"MCCARREN, NV",39.5269,-119.6246
"MCCARRAN, NV",39.5269,-119.6246
"SPARKS, NV",39.5404679,-119.7487235
"BOISBRIAND, QC",45.6130248,-73.8386113
"BICKNELL, IN",38.7742136,-87.3077936
"LANCASTER, CA",34.6981064,-118.1366153
"FORT MILL, SC",35.0073697,-80.9450759
"INDEPENDENCE, KY",38.9431183,-84.544109
"STONEY CREEK, ON",43.2083818,-79.7402483
"NEW BRAUNFELS, TX",29.7028266,-98.1257348
"SOUTH GATE, CA",33.9463456,-118.200981
"BORDENTOWN, NJ",40.1462685,-74.7114508
"HANNON, ON",43.187716,-79.8328349
"WINGHAM, ON",43.886245,-81.31275
"HALL, NY",42.7939562,-77.066359
"OWENSBORO, KY",37.7742152,-87.1133304
"CUAUTITLAN IZCALLI, EM",19.64388,-99.21598
"SAINT CHARLES, IL",41.9142,-88.3087
"LONGMONT, CO",40.1672117,-105.101928
"WEBSTERVILLE, VT",44.162985,-72.47576806895253
"WILKES-BARRE, PA",41.2464824,-75.8817316
"BENSALEM, PA",40.1045549,-74.951279
"ROMULUS, NY",42.7520803,-76.833708
"FOREST PARK, GA",33.6220542,-84.3690918
"GEORGE TOWN, ON",43.6502,-79.9036
"GEORGETOWN, ON",43.6502,-79.9036
"WEST DES MOINES, IA",41.5644476,-93.7594059
"LACOMBE COUNTY, AB",52.4449559,-113.7546322
"SHIPPENVILLE, PA",41.252561,-79.4619452
"COLLEGE PARK, GA",33.6534427,-84.4493725
"BUTLER, WI",43.1058437,-88.0695338
"MARTINEZ LK, AZ",32.9742,-114.462
"TREMONTON, UT",41.7120775,-112.165779
"SALT LAKE CITY, UT",40.7596198,-111.886797
"SANTA ROSA, CA",38.4404925,-122.7141049
"BURIEN, WA",47.469918,-122.3485274
"SUMNER, WA",47.2061882,-122.2312383
"HAMILTON, ON",43.2560802,-79.8728583
"BETHPAGE, NY",40.749517,-73.485536
"SARATOGA SPRINGS, NY",43.0821793,-73.7853915
"FT MCMURRAY, AB",56.7291997,-111.3885221
"PETERBOROUGH, ON",44.3048009,-78.3199496
"THOMASVILLE, AL",31.9134859,-87.7358367
"TRAPPE, MD",38.6584506,-76.0579956
"WINCHESTER, ON",45.0928774,-75.35299
"TLALNEPNATLA DE BAZ, CDMX",19.53452,-99.190735
"CARSTAIRS, AB",51.5622066,-114.095172
"CINCINNATI, OH",39.1014537,-84.5124602
"WAVERLY, NY",42.0103519,-76.527166
"INGLEWOOD, ON",43.7964281,-79.9334822
"CHELTENHAM, ON",43.7516209,-79.9208521
"CIENEGA DE FLORES, NLE",25.95332615,-100.18742414886418
"COLDSTREAM, BC",50.2238758,-119.2297404
"FLOWOOD, MS",32.3092861,-90.1386811
"WEBSTER CITY, IA",42.4695666,-93.8183858
"MUNCY, PA",41.20484,-76.7870991
"HOPKINS, SC",33.9043212,-80.8770342
"ST. JOSEPH, MO",39.7686055,-94.8466322
"RAYMOND, NH",43.0361961,-71.1833951
"NORTHWOOD, OH",41.607272,-83.4688204
"HENDERSON, TX",32.182598,-95.7893178
"LEOMINSTER, MA",42.5267443,-71.7614891
"NORTH BATTLFORD, SK",52.7765,-108.2975
"MACHIAS, ME",44.7143592,-67.4582679
"CARMAN, MB",49.5082995,-98.0016853
"AMHERST, NS",45.8304907,-64.2125854
"CANTON, MI",42.3086,-83.4821
"BOISE, ID",43.6166163,-116.200886
"MONT-ROYAL, QC",45.5085881,-73.5897111
"ENCHANT, AB",50.166667,-112.416667
"TINLEY PARK, IL",41.5733669,-87.7844944
"FINDLAY, OH",41.0413873,-83.6503982
"CURVE LAKE, ON",44.4620117,-78.372838
"LAMONT, AB",53.7834515,-112.4478142
"GOOSE CREEK, SC",32.9961038,-80.0387292
"GUADALAJARA, JAL",20.6720375,-103.338396
"HUNTERSVILLE, NC",35.4108278,-80.8429304
"MCCOOK, IL",41.7978095,-87.8447798
"LEBANON, NJ",40.6417683,-74.8359987
"CHEYENNE, WY",41.139981,-104.820246
"IDAHO FALLS, ID",43.4887907,-112.03628
"DORAL, FL",25.8195424,-80.3553302
"CLIFTON, NJ",40.8584328,-74.1637553
"ASHLAND, OH",40.7887367,-82.2360391
"PANORAMA CITY, CA",34.2242902,-118.4453745
"CIUDAD APODACA, NL",25.81697158385041,-100.22186312334156
"MIDLAND, ON",44.750147,-79.885712
"PONOKA, AB",52.6794142,-113.5871706
"BELLINGHAM, MA",42.0869493,-71.4746436
"LAUREL, MD",39.0984317,-76.8485094
"NILES, MI",42.0289319,-87.8122348
"CLINTON, WI",42.5544732,-88.8625936
"NORTHYORK, ON",43.7615,-79.4111
"SHAWNEE, KS",39.0273676,-95.7627535
"NEW HAVEN, CT",41.3082138,-72.9250518
"NORTH HAVEN, CT",41.3909305,-72.859545
"DELACOUR, AB",51.1538815,-113.7721332
"BURLINGTON, KY",39.02756,-84.7241133
"CUCAMONGA, CA",34.09919945,-117.60221022212772
"COLLINGWOOD, ON",44.5027226,-80.2172379
"WATERLOO, IN",41.4318364,-85.0213899
"KENNEBUNK, ME",43.384092,-70.545273
"TURNERS FALLS, MA",42.6084127,-72.5567172
"NEWINGTON, NH",43.100482,-70.834351
"RICHLAND, MS",32.2390366,-90.1584207
"MANAWA, WI",44.4644255,-88.919829
"DANVILLE, VA",36.5879877,-79.3916713
"BOYDS, MD",39.1840886,-77.3122325
"WOOSTER, OH",40.7980976,-81.9397733
"NORWELL, MA",42.1617681,-70.7939307
"BENICIA, CA",38.049365,-122.1585777
"CONKLIN, NY",42.0342437,-75.803801
"SAINT ANTHONY, ID",46.09996825,-116.25436457320932
"SILAO, GTO",20.943727,-101.427043
"AMARILLO, TX",35.20729,-101.8371192
"FT WORTH, TX",32.753177,-97.3327459
"THORNHILL, ON",43.80986765,-79.48342269129985
"ACULCO, AGU",20.09867,-99.82757
"BOWLING GREEN, KY",36.9903199,-86.4436018
"ROY, UT",41.1715361,-112.0273739
"WHITEHORSE, NY",41.39653798184873,-74.5667425124116
"CIUDAD JUAREZ, CH",31.6904,-106.4245
"BARNWELL, AB",49.7595798,-112.2622938
"RICHMOND, MI",42.8092,-82.7558
"EDSON, AB",53.5858662,-116.442847
"LAKE LOUISE, AB",51.4249668,-116.177535
"KANAB, UT",37.0481715,-112.5285237
"WEST BOLYSTON, MA",42.288255750000005,-71.18315560359305
"HOBBS, NM",32.707667,-103.1311314
"UNION, MO",38.4501,-91.0085
"ALEXANDRIA, SD",43.653592,-97.782848
"LA CROSSE, IN",41.3175401,-86.891411
"TIJUANA, BCN",32.5317397,-117.019529
"CENTRE PORT, MB",49.8947,-97.1413
"LA GRANGE, KY",38.4075527,-85.3788246
"HICKSVILLE, NY",40.7681926,-73.5238207
"VALLEYFIELD, QC",45.2555575,-74.1316718
"CLEBURNE, TX",32.3474463,-97.3865494
"VERNON, BC",50.2668671,-119.2718157
"EVANSBURG, AB",53.594494,-115.0087452
"NORWALK, CA",33.9092802,-118.0849169
"EAST DURHAM, NY",42.3725828,-74.0956914
"CLIFTON PARK, NY",42.8631868,-73.7812103
"AMSTERDAM, NY",42.943367,-74.1850436
"S PLAINFIELD, NJ",40.5792701,-74.4115401
"PICO RAVERA, CA",33.9831,-118.0967
"PICO RIVERA, CA",33.9831,-118.0967
"SAN NICOLAS, NLE",25.7591412,-100.26769987477964
"SHERWOOD, SK",50.3608,-104.7821
"WESTMINSTER, MD",39.5751717,-76.9959168
"WEST VALLEY CITY, UT",40.6967254,-111.986821
"MERCIER, QC",45.310444,-73.746051
"NEWPORT, MN",44.8734744,-93.0003862
"GUADALUPE, NLE",25.6751114,-100.2151753
